County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Will,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Williamson,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Winnebago,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532,1.528206532
Woodford,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578,1.698828578
Adams,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Allen,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Bartholomew,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Benton,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Blackford,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Boone,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Brown,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Carroll,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Cass,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Clark,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Clay,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Clinton,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Crawford,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Daviess,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Dearborn,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Decatur,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
DeKalb,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Delaware,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Dubois,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Elkhart,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Fayette,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Floyd,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Fountain,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Franklin,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Fulton,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Gibson,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Grant,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Greene,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Hamilton,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Hancock,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Harrison,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Hendricks,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Henry,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Howard,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Huntington,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Jackson,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Jasper,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Jay,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Jefferson,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Jennings,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Johnson,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Knox,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Kosciusko,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
LaGrange,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Lake,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
LaPorte,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Lawrence,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Madison,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Marion,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Marshall,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Martin,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Miami,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Monroe,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Montgomery,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Morgan,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Newton,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Noble,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Ohio,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Orange,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Owen,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Parke,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Perry,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Pike,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Porter,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Posey,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Pulaski,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Putnam,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Randolph,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Ripley,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Rush,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
StJoseph,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Scott,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Shelby,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Spencer,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Starke,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Steuben,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Sullivan,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Switzerland,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Tippecanoe,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Tipton,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Union,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Vanderburgh,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Vermillion,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Vigo,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Wabash,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Warren,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Warrick,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Washington,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Wayne,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Wells,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
White,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Whitley,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931,1.5205931
Allen,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Anderson,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Atchison,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Barber,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488,1.680294488
Barton,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Bourbon,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Brown,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Butler,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Chase,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Chautauqua,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Cherokee,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Cheyenne,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Clark,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Clay,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Cloud,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Coffey,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Comanche,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Cowley,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Crawford,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Decatur,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Dickinson,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Doniphan,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Douglas,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Edwards,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Elk,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Ellis,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Ellsworth,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Finney,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Ford,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Franklin,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Geary,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Gove,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Graham,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Grant,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Gray,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Greeley,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Greenwood,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Hamilton,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Harper,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371,1.784794371
Harvey,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Haskell,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Hodgeman,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Jackson,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Jefferson,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Jewell,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Johnson,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Kearny,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Kingman,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Kiowa,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Labette,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Lane,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Leavenworth,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Lincoln,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Linn,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Logan,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Lyon,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
McPherson,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Marion,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Marshall,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Meade,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Miami,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Mitchell,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Montgomery,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Morris,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Morton,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Nemaha,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Neosho,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Ness,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Norton,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Osage,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Osborne,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
Ottawa,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573,1.8157573
